# Current table 170A peak
# Time/s  Current/A
-1.000000e-20   0.0001e+00
7.500000e-08   9.600000e+01
2.500000e-07   1.700000e+02
4.650000e-07   1.400000e+02
7.260000e-07   6.700000e+01
1.260000e-06   1.200000e+01     
                                  
                                  
                                  
                                  
                                  
