# Current table 170A peak
# Time/s  Current/A
-1.000000e-20   0.0001e+00
5.000000e-08   5.000000e+00
1.000000e-07   5.000000e+01
1.750000e-07   1.400000e+02
2.750000e-07   2.000000e+02
4.000000e-07   2.400000e+02
4.500000e-07   2.000000e+02
5.500000e-07   1.900000e+02
7.500000e-07   9.500000e+01
1.000000e-06   5.500000e+01
1.400000e-06   1.700000e+01
1.600000e-06   1.200000e+01
