# Current table 200A peak (rescaled from 170A to get 200A peak)
# Time/s  Current/A
-1.000000e-20   0.0001e+00
1.500000e-07   4.0e0
2.200000e-07   24.0e0
3.300000e-07   95.0e0
4.500000e-07   85.0e0
6.500000e-07   45.0e0
1.000000e-06   10.0e0
1.500000e-06   2.7e0
2.000000e-06   0.0e0
